GRAND_ID,DAM_HGT_M,AREA_SKM,DEPTH_M,DIS_AVG_LS,DOR_PC,ELEV_MASL,CATCH_SKM,GDP_capita,Population,run_mm_syr,inu_pc_umn,sgr_dk_sav,clz_cl_smj,ari_ix_sav,ari_ix_uav,glc_cl_smj,pnv_cl_smj,for_pc_use,crp_pc_use,pst_pc_use,ire_pc_use,gla_pc_use,prm_pc_use,pac_pc_use,fmh_cl_smj,swc_pc_uyr,lit_cl_smj,ero_kh_uav,pop_ct_usu,ppd_pk_uav,urb_pc_use,hft_ix_u09,hdi_ix_sav
4657,205.0,42.13,65.3,281667,31.0,720,24244,19082.6196,80674000,399,11,284.0,16,22,21,12,12.0,5,14,68,7,0,0,5,7,21,6,4592,1673.872,45.871,1,108,774
4675,215.0,223.44,87.3,338365,182.7,887,51893,3393.473613,6190000,164,2,471.0,8,60,56,13,11.0,3,9,53,4,1,20,3,6,50,6,7252,1135.005,18.75,1,70,668
4676,168.0,25.94,77.1,192257,33.0,853,9944,6253.10386,31960000,443,2,566.0,6,93,92,13,10.0,1,13,74,7,0,14,53,6,67,5,10965,2564.652,192.79,5,105,693
4683,115.0,41.74,43.1,49457,115.4,897,12391,6253.10386,31960000,125,1,350.0,8,51,51,13,11.0,6,13,50,14,0,9,1,6,44,5,6006,3777.987,131.906,8,122,669
4686,32.0,429.94,9.7,494049,26.7,345,124197,2896.912851,8880000,104,3,269.0,11,53,55,19,11.0,3,14,51,12,0,13,2,6,45,1,6946,12712.328000000001,93.33,5,99,655
4699,100.0,10.06,49.7,161104,9.8,1074,26279,1803.987487,36296000,186,4,427.0,8,80,79,13,12.0,9,15,63,7,0,4,0,3,47,8,18073,7638.76,201.43200000000002,3,107,479
4700,25.0,11.41,11.0,219161,1.8,608,34705,1803.987487,36296000,186,4,427.0,8,80,79,13,12.0,9,15,63,7,0,4,0,3,47,8,18073,7638.76,201.43200000000002,3,107,479
4708,113.0,6.69,42.6,789622,1.1,471,21812,6426.674406,1338676992,583,6,624.0,16,65,65,16,12.0,17,37,11,26,7,8,5,3,54,1,21270,14512.008,320.939,12,131,705
4734,163.0,103.22,92.0,1415525,21.3,25,87329,6426.674406,1338676992,259,8,57.0,17,49,63,16,2.0,34,51,5,17,0,0,4,10,47,2,10967,20778.855,217.86900000000003,5,160,571
4759,59.0,17.44,23.4,6659,194.4,637,119,6426.674406,1338676992,949,6,59.0,18,74,74,16,2.0,10,68,4,25,0,0,0,10,42,2,20502,1350.615,431.202,13,222,776
4761,51.0,30.54,17.1,18161,91.3,604,244,6426.674406,1338676992,1273,8,65.0,18,102,102,16,2.0,16,58,4,16,0,0,0,8,47,2,24229,5533.927,1882.5,26,245,776
4768,103.0,86.85,32.2,51627,172.0,637,861,6426.674406,1338676992,1669,18,124.0,13,150,150,16,1.0,37,46,8,6,0,0,0,8,61,2,21397,409.275,224.352,8,163,776
4779,62.0,7.29,17.8,3683,111.9,528,44,6426.674406,1338676992,2221,92,139.0,18,248,200,1,1.0,55,89,0,5,0,0,0,8,77,8,726,301.893,2053.8360000000002,96,166,801
4781,84.0,7.09,31.4,5268,134.0,534,58,6426.674406,1338676992,2221,92,139.0,18,248,200,1,1.0,55,89,0,5,0,0,0,8,77,8,726,301.893,2053.8360000000002,96,166,801
4782,50.0,4.0,31.2,3487,113.4,576,43,6426.674406,1338676992,2221,92,139.0,18,248,200,1,1.0,55,89,0,5,0,0,0,8,77,8,726,301.893,2053.8360000000002,96,166,801
4787,90.0,4193.6,11.9,802318,196.8,388,143970,24055.58832,18080000,216,4,139.0,8,67,46,16,10.0,7,7,64,2,0,14,7,11,45,9,1194,1037.59,6.572,0,74,794
4789,52.0,1205.95,23.3,197454,451.3,485,113658,24055.58832,18080000,49,2,179.0,9,45,48,13,10.0,9,10,66,6,2,12,10,4,43,1,4039,4792.564,41.461999999999996,1,83,793
4802,114.0,1.31,65.1,4897,55.2,1529,123,2442.803942,27633000,776,6,123.0,18,100,100,16,2.0,22,52,5,22,0,0,1,10,62,1,10901,11314.476,1142.017,18,184,529
4858,91.0,398.8,26.6,232346,144.7,266,12842,6426.674406,1338676992,503,12,53.0,18,69,70,16,2.0,29,44,5,6,0,0,9,10,52,3,8033,16336.548,241.47099999999998,3,161,540
4883,87.0,103.78,32.9,124290,87.2,352,6722,6426.674406,1338676992,573,12,57.0,18,79,79,16,2.0,33,44,6,5,0,0,0,10,53,3,6933,1777.535,180.054,6,156,622
4991,145.0,536.42,16.3,1703570,16.2,234,210925,6426.674406,1338676992,175,9,55.0,17,40,49,16,2.0,15,73,4,18,0,0,4,10,37,8,8809,66327.188,294.28700000000003,7,181,641
5016,56.0,3.51,25.3,1583,177.7,2078,94,6426.674406,1338676992,289,6,267.0,17,74,74,1,1.0,72,57,1,10,0,0,11,8,54,8,17869,2115.99,326.905,10,162,791
5018,34.0,2.09,24.4,477,339.0,2101,23,6426.674406,1338676992,289,6,267.0,17,74,74,1,1.0,72,57,1,10,0,0,11,8,54,8,17869,2115.99,326.905,10,162,791
5019,56.0,2.71,22.1,200,951.3,2225,10,6426.674406,1338676992,289,6,267.0,17,74,74,1,1.0,72,57,1,10,0,0,11,8,54,8,17869,2115.99,326.905,10,162,791
5020,65.0,3.13,49.9,611,810.6,1981,35,6426.674406,1338676992,289,6,267.0,17,74,74,1,1.0,72,57,1,10,0,0,11,8,54,8,17869,2115.99,326.905,10,162,791
5021,57.0,2.23,70.0,673,736.0,1999,34,6426.674406,1338676992,289,6,267.0,17,74,74,1,1.0,72,57,1,10,0,0,11,8,54,8,17869,2115.99,326.905,10,162,791
5022,80.0,3.52,28.8,759,422.8,2239,32,6426.674406,1338676992,289,6,267.0,17,74,74,1,1.0,72,57,1,10,0,0,11,8,54,8,17869,2115.99,326.905,10,162,791
5066,147.0,115.55,53.0,700548,27.7,1735,183182,15308.712119999998,1421021952,8,2,173.0,8,44,73,4,10.0,9,4,80,1,0,18,62,3,65,1,3457,4788.914000000001,26.029,1,91,675
5067,139.0,17.05,40.6,560908,3.9,1927,145158,15308.712119999998,1421021952,26,2,392.0,8,60,74,13,10.0,6,1,81,1,0,22,73,3,66,9,3691,1612.736,10.797,0,83,677
5094,83.0,14.42,38.3,11010,159.3,2242,859,15308.712119999998,1421021952,510,2,630.0,11,92,76,13,10.0,26,3,51,1,0,27,43,6,65,5,5806,16064.062,37.415,1,74,679
5115,101.0,4.08,27.0,118175,3.0,1158,7104,15308.712119999998,1421021952,520,1,194.0,11,98,98,4,3.0,51,25,40,5,0,0,3,10,78,5,7619,1521.148,211.062,5,129,645
5118,32.0,3.06,39.5,6548,58.5,1825,205,15308.712119999998,1421021952,772,1,761.0,11,104,80,4,1.0,14,3,56,1,1,27,3,9,67,9,9259,3003.205,22.941,1,71,630
5125,46.0,326.94,19.8,694823,29.6,26,10862,3523.983851,159684992,2011,7,82.0,18,182,182,11,1.0,4,18,9,5,0,0,9,8,77,3,2394,5426.55,396.593,5,101,594
5136,75.0,436.93,16.1,299010,74.6,208,8308,6397.359825,6953000,1154,6,205.0,13,136,136,11,8.0,10,3,7,3,0,0,6,10,69,5,6421,618.094,37.978,1,79,586
5148,40.0,15.79,10.5,4686,112.0,283,286,16277.67115,69210000,868,1,55.0,18,127,101,16,2.0,18,10,20,3,0,6,19,9,68,5,6522,17454.895,44.699,1,87,651
5163,30.0,3.22,17.0,133672,1.3,54,11544,16277.67115,69210000,898,6,178.0,18,102,102,11,1.0,29,13,0,6,0,0,57,10,65,6,6982,1433.112,50.426,2,83,739
5172,127.0,137.25,44.9,139854,139.9,245,3421,26808.16406,31105000,1361,5,236.0,18,162,162,1,1.0,59,23,0,2,0,0,18,8,97,8,2042,1473.465,99.98,5,108,788
5173,48.0,18.12,19.4,222507,5.0,100,5632,26808.16406,31105000,1361,5,236.0,18,162,162,1,1.0,59,23,0,2,0,0,18,8,97,8,2042,1473.465,99.98,5,108,788
5227,55.0,9.73,20.9,1292,498.2,1175,839,15308.712119999998,1421021952,54,3,140.0,9,49,51,16,10.0,6,16,64,5,0,8,25,7,47,1,2732,37016.18,73.202,2,105,737
5232,49.0,6.14,29.8,3536,164.1,220,771,15308.712119999998,1421021952,96,8,40.0,11,55,55,16,5.0,15,52,8,48,0,0,6,7,49,1,18787,8278.226,763.3480000000001,36,237,766
5296,65.0,21.88,18.8,326674,4.0,377,23652,15308.712119999998,1421021952,452,1,260.0,11,93,92,2,5.0,72,14,12,7,0,0,10,7,79,5,6636,3271.702,122.971,2,107,738
5301,101.0,7.18,72.6,254506,6.5,707,26156,15308.712119999998,1421021952,425,0,261.0,11,76,78,4,5.0,74,9,49,1,0,1,17,6,67,8,6301,1615.389,50.053999999999995,1,94,695
5302,107.0,12.7,91.5,118177,31.2,204,12011,15308.712119999998,1421021952,335,1,274.0,11,100,100,1,5.0,67,14,22,1,0,0,19,7,79,5,6855,1069.503,85.637,2,97,739
5305,120.0,57.35,45.0,543418,15.1,324,35786,15308.712119999998,1421021952,405,1,265.0,11,95,97,13,5.0,68,17,15,5,0,0,10,7,80,5,8796,5292.025,125.29700000000001,3,111,738
5306,112.0,286.45,118.4,1002513,107.3,116,94604,15308.712119999998,1421021952,247,2,166.0,11,89,89,16,5.0,60,16,20,4,0,0,10,7,75,1,9179,15027.168,143.35299999999998,4,117,738
5307,132.0,66.24,38.5,288326,28.0,543,28805,15308.712119999998,1421021952,425,0,261.0,11,76,78,4,5.0,74,9,49,1,0,1,17,6,67,8,6301,1615.389,50.053999999999995,1,94,695
5320,50.0,4.49,15.6,41910,5.3,130,6065,15308.712119999998,1421021952,247,2,166.0,11,89,89,16,5.0,60,16,20,4,0,0,10,7,75,1,9179,15027.168,143.35299999999998,4,117,738
5370,120.0,3.01,45.8,12764,34.3,362,960,15308.712119999998,1421021952,618,2,432.0,11,115,91,11,5.0,33,17,43,4,0,12,26,6,74,5,10732,153483.609,157.517,4,101,738
5411,73.0,2.04,26.5,4486,38.2,312,200,15308.712119999998,1421021952,767,15,123.0,11,138,138,16,5.0,38,22,6,18,0,0,2,7,96,8,9988,1573.0220000000002,285.736,10,130,701
5428,55.0,32.75,38.2,39718,99.8,93,1752,15308.712119999998,1421021952,766,5,71.0,14,131,99,16,5.0,38,19,33,7,0,8,20,7,78,9,9634,296571.375,203.825,5,113,738
5468,20.0,0.87,16.4,551,82.3,357,28,15308.712119999998,1421021952,601,3,83.0,14,103,90,16,3.0,47,30,28,8,0,0,9,6,76,5,15645,40128.977,254.023,7,123,732
5478,50.0,33.02,21.4,81438,27.5,49,3241,15308.712119999998,1421021952,610,5,24.0,14,114,100,16,3.0,37,18,36,6,0,9,22,7,79,1,9673,243748.188,191.58900000000003,5,109,738
5480,31.0,24.11,9.1,336184,2.1,49,15204,15308.712119999998,1421021952,636,21,161.0,11,127,127,11,5.0,38,27,12,16,0,0,34,7,95,1,7772,6479.396,247.415,6,126,728
5486,105.0,424.57,50.9,372158,184.3,100,10424,15308.712119999998,1421021952,933,9,104.0,14,144,159,4,8.0,80,16,1,6,0,0,3,7,96,3,5220,1801.586,161.418,7,101,790
5506,45.0,51.16,12.4,11273,178.6,90,462,15308.712119999998,1421021952,655,9,26.0,14,125,128,16,3.0,56,21,14,12,0,0,9,7,91,1,6275,74473.289,292.595,9,130,724
5514,89.0,25.29,31.6,30791,82.4,186,1064,15308.712119999998,1421021952,957,11,129.0,14,124,124,11,3.0,44,16,8,8,0,0,8,7,87,12,3519,2216.772,154.75,5,109,703
5531,129.0,44.02,46.8,59533,109.7,230,2153,15308.712119999998,1421021952,892,6,130.0,14,150,150,4,8.0,61,19,0,13,0,0,1,7,93,7,4158,6968.745,360.667,19,132,789
5535,43.0,7.25,15.9,17977,20.3,198,611,15308.712119999998,1421021952,957,11,129.0,14,124,124,11,3.0,44,16,8,8,0,0,8,7,87,12,3519,2216.772,154.75,5,109,703
5539,45.0,2.55,16.6,2084,64.5,202,55,15308.712119999998,1421021952,1181,7,114.0,14,160,161,16,3.0,52,20,5,12,0,0,12,7,91,7,5772,4271.476,342.577,17,129,704
5562,68.0,3.25,16.2,11861,14.1,179,350,15308.712119999998,1421021952,1094,8,155.0,14,165,165,4,8.0,59,19,1,11,0,0,17,7,92,7,6610,928.628,411.043,20,125,721
5568,78.0,8.84,13.7,16360,23.5,150,575,15308.712119999998,1421021952,787,7,64.0,14,131,133,4,3.0,61,22,6,14,0,0,4,7,91,3,5241,37437.488,373.68300000000005,13,137,723
5570,62.0,8.89,16.8,6015,78.5,125,246,15308.712119999998,1421021952,787,7,64.0,14,131,133,4,3.0,61,22,6,14,0,0,4,7,91,3,5241,37437.488,373.68300000000005,13,137,723
5571,41.0,2.2,14.0,3064,31.9,177,82,15308.712119999998,1421021952,1181,7,114.0,14,160,161,16,3.0,52,20,5,12,0,0,12,7,91,7,5772,4271.476,342.577,17,129,704
5593,35.0,21.03,26.6,74432,23.9,86,3150,15308.712119999998,1421021952,796,7,65.0,14,133,133,4,3.0,66,35,1,21,0,0,5,7,93,3,13069,3692.88,515.535,19,173,723
5598,35.0,2.85,11.7,1283,82.3,1094,49,15308.712119999998,1421021952,777,5,190.0,11,131,117,11,5.0,59,11,29,5,0,0,4,7,89,5,4554,7270.119000000001,155.211,5,112,723
5604,165.0,32.26,71.3,490477,14.9,774,27401,15308.712119999998,1421021952,588,5,131.0,11,106,106,4,3.0,45,36,51,5,0,0,7,6,86,6,17662,10848.905,320.137,8,142,635
5617,43.0,2.12,47.2,24408,13.0,180,879,15308.712119999998,1421021952,896,3,113.0,14,135,135,4,9.0,67,19,17,10,0,0,7,7,90,3,2908,1671.9229999999998,184.165,11,117,703
5629,78.0,57.93,15.0,137640,20.0,231,4710,15308.712119999998,1421021952,926,5,178.0,14,157,157,4,4.0,90,10,1,7,0,0,5,8,90,9,2870,1076.5919999999999,78.939,2,88,757
5635,20.0,21.86,13.7,258220,3.7,63,10350,15308.712119999998,1421021952,812,7,139.0,14,136,136,4,9.0,63,15,8,9,0,0,4,7,91,5,4272,3519.631,302.383,14,118,723
5637,53.0,43.39,15.2,28818,72.6,1235,1288,15308.712119999998,1421021952,588,5,131.0,11,106,106,4,3.0,45,36,51,5,0,0,7,6,86,6,17662,10848.905,320.137,8,142,635
5639,33.0,1.99,15.1,2208,43.1,130,84,15308.712119999998,1421021952,838,5,135.0,14,131,133,16,9.0,56,13,10,7,0,0,5,7,87,9,4830,9241.234,214.45,10,106,703
5641,68.0,67.54,35.1,1041873,7.2,90,36920,15308.712119999998,1421021952,838,5,135.0,14,131,133,16,9.0,56,13,10,7,0,0,5,7,87,9,4830,9241.234,214.45,10,106,703
5644,75.0,8.18,48.9,110355,11.5,1169,5686,15308.712119999998,1421021952,623,4,205.0,11,111,111,4,3.0,32,34,50,3,0,0,1,6,86,6,17436,2279.728,327.291,9,132,635
5645,120.0,7.63,71.4,14458,119.5,477,553,15308.712119999998,1421021952,764,3,222.0,11,134,134,1,5.0,77,13,15,3,0,0,4,7,93,5,2178,413.782,97.98200000000001,2,80,723
5651,65.0,5.33,33.8,73537,7.8,7,2629,15308.712119999998,1421021952,757,100,218.0,14,160,158,4,4.0,0,22,0,8,0,0,0,8,98,7,0,0.0,0.0,50,400,769
5656,92.0,34.32,21.6,139246,16.9,260,5199,15308.712119999998,1421021952,809,3,189.0,14,141,141,1,4.0,87,10,3,7,0,0,2,8,88,9,3338,1526.386,130.371,6,94,758
5658,59.0,40.26,17.1,285957,7.7,125,10527,15308.712119999998,1421021952,847,5,177.0,14,132,132,4,9.0,64,14,14,8,0,0,8,7,88,5,4354,2276.2870000000003,187.851,9,117,723
5660,157.0,130.58,70.5,116678,250.0,285,4551,15308.712119999998,1421021952,812,7,139.0,14,136,136,4,9.0,63,15,8,9,0,0,4,7,91,5,4272,3519.631,302.383,14,118,723
5661,50.0,13.25,27.2,206624,5.5,103,7721,15308.712119999998,1421021952,845,3,138.0,14,134,134,1,4.0,51,12,10,7,0,0,9,7,89,3,4111,1934.366,254.419,10,104,706
5665,38.0,10.14,19.6,4027,156.7,81,207,15308.712119999998,1421021952,567,63,91.0,14,126,126,15,4.0,1,21,2,5,0,0,2,8,93,7,2670,356.01599999999996,984.003,47,217,758
5666,38.0,2.02,15.3,24896,3.9,481,977,15308.712119999998,1421021952,812,7,139.0,14,136,136,4,9.0,63,15,8,9,0,0,4,7,91,5,4272,3519.631,302.383,14,118,723
5668,36.0,5.69,10.1,4275,42.8,192,169,15308.712119999998,1421021952,837,4,111.0,14,133,133,1,4.0,67,10,7,6,0,0,4,7,86,3,5228,1467.4279999999999,189.90599999999998,10,100,706
5673,31.0,20.78,13.0,460524,1.9,157,19559,15308.712119999998,1421021952,982,4,136.0,14,126,125,1,3.0,57,9,40,4,0,0,8,10,89,3,4697,2802.5879999999997,100.23700000000001,2,95,699
5683,66.0,2.19,14.2,5060,19.4,336,173,15308.712119999998,1421021952,931,6,227.0,14,129,129,11,9.0,57,14,5,7,0,0,11,10,86,6,4882,1540.618,217.232,13,121,750
5692,178.0,98.25,104.4,590406,55.1,700,44919,15308.712119999998,1421021952,545,3,226.0,14,102,88,11,8.0,25,17,41,7,0,0,4,10,72,5,6888,9739.697,194.47299999999998,7,139,664
5699,80.0,2.19,101.4,6403,109.9,412,198,15308.712119999998,1421021952,1076,4,191.0,14,131,131,4,4.0,64,11,5,8,0,0,11,10,86,5,3899,3350.7870000000003,184.514,10,109,775
5714,54.0,8.21,18.3,171585,2.8,67,4783,15308.712119999998,1421021952,1120,1,138.0,14,147,147,4,4.0,72,14,4,9,0,0,4,10,88,5,4998,731.3439999999999,151.519,8,95,775
5718,110.0,85.09,30.7,1792813,4.6,239,101893,15308.712119999998,1421021952,689,3,192.0,14,113,99,11,3.0,36,19,44,5,0,0,5,10,77,6,9463,18650.955,170.49599999999998,5,127,699
5720,70.0,24.97,45.3,9679,370.2,176,878,15308.712119999998,1421021952,435,1,118.0,13,102,99,11,8.0,21,9,37,3,0,0,9,10,75,5,7997,3318.1290000000004,101.125,4,111,699
5723,43.0,10.82,35.1,12021,100.2,48,678,15308.712119999998,1421021952,562,2,101.0,13,134,134,4,1.0,55,21,5,13,0,0,5,8,89,9,6371,507.81800000000004,384.276,14,135,774
5724,81.0,3.46,18.2,7146,28.0,241,222,15308.712119999998,1421021952,912,5,129.0,13,128,128,4,4.0,79,12,5,9,0,0,1,10,86,5,3423,1629.0279999999998,223.114,12,113,775
5728,61.0,4.34,48.4,14717,45.2,103,586,15308.712119999998,1421021952,831,2,156.0,14,120,120,4,3.0,69,12,30,6,0,0,7,10,84,6,3571,1936.404,167.543,9,111,720
5731,69.0,2.42,99.2,563,1351.7,291,15,15308.712119999998,1421021952,1056,97,38.0,13,139,132,16,3.0,0,45,0,31,0,0,0,10,85,1,2152,329.30300000000005,6197.738,100,382,775
5732,61.0,7.47,12.7,3436,87.7,138,87,15308.712119999998,1421021952,1056,97,38.0,13,139,132,16,3.0,0,45,0,31,0,0,0,10,85,1,2152,329.30300000000005,6197.738,100,382,775
5736,105.0,264.53,52.5,192380,229.0,100,5739,15308.712119999998,1421021952,1049,6,134.0,14,150,150,4,4.0,73,9,3,5,0,0,4,10,89,5,4459,902.47,159.197,7,88,774
5763,41.0,66.54,45.1,1372304,6.9,48,80084,15308.712119999998,1421021952,798,3,44.0,13,121,112,16,1.0,27,15,30,6,0,0,8,10,79,3,8371,14718.063,168.705,6,123,699
5765,71.0,2.36,25.4,7177,26.5,309,225,15308.712119999998,1421021952,881,3,113.0,13,126,126,4,8.0,45,17,6,8,0,0,0,10,83,9,5364,2690.863,289.137,11,113,713
5770,63.0,24.0,20.0,14439,105.4,58,359,15308.712119999998,1421021952,1185,13,55.0,13,123,123,4,1.0,46,27,18,19,0,0,1,10,80,5,6887,1972.5279999999998,396.69300000000004,21,155,775
5775,40.0,29.49,33.9,24869,127.5,45,906,15308.712119999998,1421021952,900,8,45.0,13,122,122,4,1.0,35,26,14,15,0,0,3,10,83,9,5427,3729.098,403.996,19,129,699
5779,48.0,166.77,17.6,209979,44.4,39,5961,6171.884192,94601000,1071,3,362.0,13,136,135,16,8.0,2,23,7,5,0,0,3,10,82,5,39028,803.683,131.414,3,112,673
5789,91.0,25.33,30.8,47238,52.4,103,1251,15308.712119999998,1421021952,902,98,84.0,18,110,107,1,2.0,78,19,41,2,0,0,2,8,72,9,1312,55.593999999999994,285.847,8,158,722
5796,42.0,235.58,8.3,69641,89.5,149,2051,16277.67115,69210000,1033,8,33.0,18,119,78,16,2.0,6,49,1,8,0,0,9,9,59,5,8293,14541.207,122.024,4,155,729
5799,42.0,33.14,10.8,23265,48.7,205,757,6171.884192,94601000,1025,2,132.0,18,105,105,11,1.0,22,17,0,5,0,0,4,8,71,1,21517,1114.369,85.007,4,92,683
5801,93.0,28.62,24.3,50226,43.9,550,1290,6171.884192,94601000,1280,7,86.0,18,138,138,16,1.0,25,14,1,5,0,0,8,2,78,1,15786,13879.418,476.319,13,119,681
5804,85.0,68.62,34.4,82091,91.2,66,1149,26808.16406,31105000,2120,1,93.0,18,200,200,17,1.0,40,27,0,0,0,0,18,8,100,3,1574,71.079,17.328,0,65,783
5809,99.0,32.03,27.3,136406,20.3,643,2317,11188.74402,264651008,1750,30,242.0,13,161,161,17,1.0,16,55,1,23,0,0,4,8,91,10,30470,11306.653,1707.871,44,198,701
5834,115.0,2234.7,30.6,500162,433.6,247,82119,24765.95363,145530000,142,3,57.0,7,86,100,5,8.0,83,3,2,0,0,66,1,6,88,1,202,77.45,0.9520000000000001,0,8,772
5838,146.0,193.3,47.4,377814,77.0,231,42875,15308.712119999998,1421021952,183,3,49.0,8,80,88,16,8.0,59,23,14,9,0,0,11,7,78,9,3598,6629.007,128.96200000000002,5,107,759
5849,146.0,84.79,62.7,200969,83.9,348,18768,15308.712119999998,1421021952,251,1,89.0,8,87,93,2,8.0,90,7,2,1,0,1,9,7,81,9,1118,742.477,36.295,1,75,759
5882,114.0,45.93,85.2,191807,64.7,283,24206,15308.712119999998,1421021952,273,2,152.0,8,106,120,2,8.0,94,9,2,3,0,2,6,5,92,10,3260,1338.85,52.824,2,77,732
5884,79.0,89.51,38.5,88415,123.7,303,10226,15308.712119999998,1421021952,300,3,86.0,8,111,111,2,8.0,88,12,13,3,0,0,3,5,91,9,8040,1888.445,126.346,4,95,771
5890,42.0,17.08,16.9,112262,8.2,181,12814,15308.712119999998,1421021952,300,3,86.0,8,111,111,2,8.0,88,12,13,3,0,0,3,5,91,9,8040,1888.445,126.346,4,95,771
5892,55.0,30.51,20.6,289360,6.9,151,31885,15308.712119999998,1421021952,456,1,160.0,7,117,121,2,8.0,94,9,2,4,0,2,5,5,92,8,4967,2094.185,64.085,2,80,722
5894,43.0,1.57,27.5,8980,15.3,1069,1183,640.0,25430000,268,1,197.0,7,119,119,2,7.0,93,12,2,4,0,4,14,5,92,8,2522,546.572,60.543,2,72,709
5900,63.0,27.35,46.0,18324,217.9,1051,1513,640.0,25430000,314,1,228.0,7,141,141,2,7.0,93,7,1,3,0,3,1,5,96,8,2147,199.52,29.201999999999998,1,79,699
5902,106.0,284.53,51.7,527585,88.4,80,53089,15308.712119999998,1421021952,522,2,115.0,7,124,119,2,8.0,91,10,6,4,0,1,5,5,92,8,7332,4652.026,84.40100000000001,3,84,733
5905,32.0,31.72,8.5,521696,1.6,20,53791,15308.712119999998,1421021952,522,2,115.0,7,124,119,2,8.0,91,10,6,4,0,1,5,5,92,8,7332,4652.026,84.40100000000001,3,84,733
5938,40.0,12.17,12.3,98692,4.8,96,4818,35938.37422,51096000,629,7,122.0,10,144,144,4,8.0,82,8,0,3,0,0,11,5,93,9,9244,16364.698999999999,676.692,10,145,876
5943,31.0,10.86,17.1,189917,3.1,62,10028,35938.37422,51096000,629,7,122.0,10,144,144,4,8.0,82,8,0,3,0,0,11,5,93,9,9244,16364.698999999999,676.692,10,145,876
5944,72.0,0.9,57.1,3627,44.9,711,138,35938.37422,51096000,629,7,122.0,10,144,144,4,8.0,82,8,0,3,0,0,11,5,93,9,9244,16364.698999999999,676.692,10,145,876
6194,107.0,37.91,79.0,42887,221.5,211,861,7599.1880599999995,105173000,1547,17,115.0,18,150,150,16,1.0,16,31,1,22,0,0,20,8,80,5,12698,5127.877,541.196,28,185,693
6198,17.0,10.42,9.6,157702,2.0,281,3196,7599.1880599999995,105173000,948,9,217.0,18,140,140,17,1.0,13,50,1,8,0,0,12,8,92,1,31991,4232.924,214.275,12,139,541
6233,30.0,0.61,7.9,60001,0.3,83,1788,39002.22332,127503000,839,93,163.0,7,181,171,2,5.0,48,5,0,0,0,0,25,5,98,1,720,12.142999999999999,27.206,0,191,897
6332,24.0,0.6,12.8,45261,0.5,171,1709,39002.22332,127503000,1013,68,200.0,10,190,224,2,5.0,21,36,0,14,0,0,100,5,98,1,1164,37.817,1048.874,31,275,888
6361,94.0,0.22,71.8,2540,19.7,442,57,39002.22332,127503000,1297,6,352.0,10,189,189,4,5.0,68,14,0,8,0,0,27,5,98,1,5833,1930.134,182.62900000000002,13,201,904
6364,30.0,0.61,7.4,30232,0.5,384,756,39002.22332,127503000,1013,68,200.0,10,190,224,2,5.0,21,36,0,14,0,0,100,5,98,1,1164,37.817,1048.874,31,275,888
6365,91.0,1.22,35.2,4813,28.3,301,105,39002.22332,127503000,1297,6,352.0,10,189,189,4,5.0,68,14,0,8,0,0,27,5,98,1,5833,1930.134,182.62900000000002,13,201,904
6366,145.0,10.3,48.0,28305,55.3,483,713,39002.22332,127503000,1013,68,200.0,10,190,224,2,5.0,21,36,0,14,0,0,100,5,98,1,1164,37.817,1048.874,31,275,888
6372,157.0,10.46,57.5,16039,118.8,710,436,39002.22332,127503000,1013,68,200.0,10,190,224,2,5.0,21,36,0,14,0,0,100,5,98,1,1164,37.817,1048.874,31,275,888
6375,120.0,0.49,56.1,3386,25.8,447,81,39002.22332,127503000,1297,6,352.0,10,189,189,4,5.0,68,14,0,8,0,0,27,5,98,1,5833,1930.134,182.62900000000002,13,201,904
6376,52.0,0.13,13.8,646,8.8,964,19,39002.22332,127503000,1013,68,200.0,10,190,224,2,5.0,21,36,0,14,0,0,100,5,98,1,1164,37.817,1048.874,31,275,888
6411,42.0,0.17,20.6,1082,10.3,1151,29,39002.22332,127503000,1297,6,352.0,10,189,189,4,5.0,68,14,0,8,0,0,27,5,98,1,5833,1930.134,182.62900000000002,13,201,904
6439,60.0,0.42,25.5,17329,2.0,847,436,39002.22332,127503000,1297,6,352.0,10,189,189,4,5.0,68,14,0,8,0,0,27,5,98,1,5833,1930.134,182.62900000000002,13,201,904
6440,96.0,0.44,34.3,16851,2.8,852,424,39002.22332,127503000,1297,6,352.0,10,189,189,4,5.0,68,14,0,8,0,0,27,5,98,1,5833,1930.134,182.62900000000002,13,201,904
6442,95.0,0.63,22.5,1371,32.8,1257,26,39002.22332,127503000,1127,96,202.0,11,196,276,4,8.0,40,3,0,0,0,0,58,5,100,9,1293,14.517999999999999,109.63799999999999,8,269,901
6443,131.0,8.18,45.2,19335,60.7,691,389,39002.22332,127503000,1127,96,202.0,11,196,276,4,8.0,40,3,0,0,0,0,58,5,100,9,1293,14.517999999999999,109.63799999999999,8,269,901
6452,140.0,1.08,56.5,2061,93.9,1137,56,39002.22332,127503000,1232,12,293.0,11,221,221,4,8.0,81,4,0,5,0,0,26,5,100,7,5849,2301.594,258.724,15,167,900
6466,83.0,2.31,26.9,2507,78.7,1344,67,39002.22332,127503000,1232,12,293.0,11,221,221,4,8.0,81,4,0,5,0,0,26,5,100,7,5849,2301.594,258.724,15,167,900
6468,105.0,1.57,47.8,10661,22.3,859,296,39002.22332,127503000,1232,12,293.0,11,221,221,4,8.0,81,4,0,5,0,0,26,5,100,7,5849,2301.594,258.724,15,167,900
