GRAND_ID,DAM_HGT_M,AREA_SKM,DEPTH_M,DIS_AVG_LS,DOR_PC,ELEV_MASL,CATCH_SKM,GDP_capita,Population,run_mm_syr,inu_pc_umn,sgr_dk_sav,clz_cl_smj,ari_ix_sav,ari_ix_uav,glc_cl_smj,pnv_cl_smj,for_pc_use,crp_pc_use,pst_pc_use,ire_pc_use,gla_pc_use,prm_pc_use,pac_pc_use,fmh_cl_smj,swc_pc_uyr,lit_cl_smj,ero_kh_uav,pop_ct_usu,ppd_pk_uav,urb_pc_use,hft_ix_u09,hdi_ix_sav
3182,22.0,2.15,14.9,1133,89.6,606,19,64800.057329999996,5296000,1701,99,601.0,5,442,284,4,6.0,87,2,0,0,0,0,44,11,98,8,97,16.819000000000003,217.639,15,242,952
3184,17.0,1.96,15.3,2591,36.7,420,43,64800.057329999996,5296000,1701,99,601.0,5,442,284,4,6.0,87,2,0,0,0,0,44,11,98,8,97,16.819000000000003,217.639,15,242,952
3185,25.0,6.6,16.1,9475,35.5,623,198,64800.057329999996,5296000,1701,99,601.0,5,442,284,4,6.0,87,2,0,0,0,0,44,11,98,8,97,16.819000000000003,217.639,15,242,952
3187,20.0,5486.23,1.7,523118,57.6,50,48421,46949.28309,9905000,414,23,29.0,7,135,126,6,4.0,64,10,1,0,0,0,7,11,89,8,94,877.9989999999999,18.878,1,73,912
3206,58.0,1.52,25.3,733,166.1,326,57,45229.24529,82658000,350,4,47.0,10,121,127,16,5.0,43,23,17,1,0,0,26,7,85,1,1047,49597.457,308.161,18,209,918
3220,45.0,0.88,21.9,486,125.9,271,42,45229.24529,82658000,350,4,47.0,10,121,127,16,5.0,43,23,17,1,0,0,26,7,85,1,1047,49597.457,308.161,18,209,918
3245,28.0,0.86,12.8,926,37.7,546,70,42658.57617,11420000,385,6,46.0,10,122,122,16,5.0,24,26,20,5,0,0,21,7,86,1,277,8440.338,259.117,17,209,897
3252,48.0,0.9,23.8,497,136.5,486,70,32605.90633,10641000,196,1,67.0,8,88,90,16,5.0,37,37,11,1,0,0,22,7,77,1,481,9648.226,138.213,6,176,904
3258,10.0,0.75,14.8,101085,0.3,204,17683,32605.90633,10641000,193,0,72.0,8,99,99,16,5.0,48,31,12,0,0,0,15,7,81,8,514,1159.185,66.053,2,135,879
3259,49.0,1.65,37.6,6002,32.8,315,426,94277.96536,592000,369,1,62.0,10,108,108,16,5.0,36,22,20,0,0,0,28,7,83,3,405,4363.556,155.325,9,179,909
3260,70.0,10.36,26.0,78693,10.9,285,12875,32605.90633,10641000,193,0,72.0,8,99,99,16,5.0,48,31,12,0,0,0,15,7,81,8,514,1159.185,66.053,2,135,879
3262,24.0,0.3,42.7,76299,0.5,300,12125,32605.90633,10641000,193,0,72.0,8,99,99,16,5.0,48,31,12,0,0,0,15,7,81,8,514,1159.185,66.053,2,135,879
3263,91.0,15.07,47.5,76033,29.9,339,12025,32605.90633,10641000,193,0,72.0,8,99,99,16,5.0,48,31,12,0,0,0,15,7,81,8,514,1159.185,66.053,2,135,879
3267,31.0,1.37,16.2,26383,2.7,375,3483,32605.90633,10641000,193,0,72.0,8,99,99,16,5.0,48,31,12,0,0,0,15,7,81,8,514,1159.185,66.053,2,135,879
3273,42.0,43.78,7.0,10444,92.9,727,938,32605.90633,10641000,193,0,72.0,8,99,99,16,5.0,48,31,12,0,0,0,15,7,81,8,514,1159.185,66.053,2,135,879
3285,64.0,4.01,26.9,919,372.7,919,44,45229.24529,82658000,956,6,405.0,7,206,206,2,5.0,63,16,32,1,0,2,13,7,97,1,3086,3007.4809999999998,195.61700000000002,12,186,931
3287,41.0,12.29,13.4,42607,12.3,783,1577,45229.24529,82658000,637,1,150.0,7,153,153,13,5.0,51,14,32,1,0,0,17,6,96,1,1375,823.222,177.231,9,176,924
3294,83.0,0.94,56.9,864,196.4,1383,43,45436.68582,8820000,762,1,410.0,7,195,196,4,6.0,65,9,28,0,0,5,21,6,97,6,3513,2375.159,92.235,4,156,915
3295,150.0,0.62,97.6,112,1712.9,2281,5,45436.68582,8820000,762,1,410.0,7,195,196,4,6.0,65,9,28,0,0,5,21,6,97,6,3513,2375.159,92.235,4,156,915
3297,120.0,0.82,104.9,1034,263.7,1592,42,45436.68582,8820000,762,1,410.0,7,195,196,4,6.0,65,9,28,0,0,5,21,6,97,6,3513,2375.159,92.235,4,156,915
3298,107.0,0.62,140.3,464,594.6,1941,19,45436.68582,8820000,762,1,410.0,7,195,196,4,6.0,65,9,28,0,0,5,21,6,97,6,3513,2375.159,92.235,4,156,915
3300,53.0,1.49,38.3,504,358.6,2007,21,45436.68582,8820000,762,1,410.0,7,195,196,4,6.0,65,9,28,0,0,5,21,6,97,6,3513,2375.159,92.235,4,156,915
3302,186.0,0.8,112.5,601,474.9,1799,31,45436.68582,8820000,762,1,410.0,7,195,196,4,6.0,65,9,28,0,0,5,21,6,97,6,3513,2375.159,92.235,4,156,915
3303,111.0,3.44,43.6,1464,324.9,901,38,57410.16586,8456000,957,4,416.0,7,222,222,2,5.0,59,11,27,1,2,2,8,7,97,1,3903,3722.4829999999997,222.59799999999998,13,197,939
3305,200.0,1.23,166.7,1075,604.7,1846,44,45436.68582,8820000,722,0,661.0,7,225,225,4,8.0,70,4,32,0,0,7,32,6,99,8,4952,210.69099999999997,36.705999999999996,1,112,894
3306,131.0,1.13,114.2,1209,338.3,1700,58,45436.68582,8820000,762,1,410.0,7,195,196,4,6.0,65,9,28,0,0,5,21,6,97,6,3513,2375.159,92.235,4,156,915
3307,30.0,2.63,21.4,3198,55.9,844,82,57410.16586,8456000,957,4,416.0,7,222,222,2,5.0,59,11,27,1,2,2,8,7,97,1,3903,3722.4829999999997,222.59799999999998,13,197,939
3308,29.0,1.9,13.2,105046,0.8,481,3204,57410.16586,8456000,957,4,416.0,7,222,222,2,5.0,59,11,27,1,2,2,8,7,97,1,3903,3722.4829999999997,222.59799999999998,13,197,939
3309,153.0,1.33,105.3,2401,184.9,1718,104,45436.68582,8820000,762,1,410.0,7,195,196,4,6.0,65,9,28,0,0,5,21,6,97,6,3513,2375.159,92.235,4,156,915
3310,47.0,2.97,21.9,31319,6.6,509,1384,57410.16586,8456000,957,4,416.0,7,222,222,2,5.0,59,11,27,1,2,2,8,7,97,1,3903,3722.4829999999997,222.59799999999998,13,197,939
3311,146.0,0.59,157.6,653,451.6,1788,17,57410.16586,8456000,957,4,416.0,7,222,222,2,5.0,59,11,27,1,2,2,8,7,97,1,3903,3722.4829999999997,222.59799999999998,13,197,939
3312,136.0,5.39,22.8,4383,89.0,1488,179,35220.08379,60674000,533,3,551.0,7,154,154,4,8.0,58,24,4,13,0,5,15,5,90,8,3805,1933.2920000000001,134.30100000000002,7,173,905
3313,83.0,6.35,34.6,22471,31.0,680,952,57410.16586,8456000,957,4,416.0,7,222,222,2,5.0,59,11,27,1,2,2,8,7,97,1,3903,3722.4829999999997,222.59799999999998,13,197,939
3314,155.0,0.77,98.7,2076,116.1,1774,45,57410.16586,8456000,957,4,416.0,7,222,222,2,5.0,59,11,27,1,2,2,8,7,97,1,3903,3722.4829999999997,222.59799999999998,13,197,939
3315,127.0,0.5,90.0,967,147.6,1894,22,57410.16586,8456000,956,6,405.0,7,206,206,2,5.0,63,16,32,1,0,2,13,7,97,1,3086,3007.4809999999998,195.61700000000002,12,186,931
3316,153.0,0.32,128.4,1108,117.6,1945,25,57410.16586,8456000,956,6,405.0,7,206,206,2,5.0,63,16,32,1,0,2,13,7,97,1,3086,3007.4809999999998,195.61700000000002,12,186,931
3317,36.0,8.27,10.0,203496,1.3,417,10622,45436.68582,8820000,378,1,163.0,10,128,171,2,5.0,76,11,25,0,0,2,23,6,96,8,2770,1262.395,75.721,3,134,869
3318,130.0,1.12,147.0,6440,81.0,1774,210,57410.16586,8456000,762,1,410.0,7,195,196,4,6.0,65,9,28,0,0,5,21,6,97,6,3513,2375.159,92.235,4,156,915
3321,117.0,1.06,63.5,1101,193.8,1881,25,57410.16586,8456000,956,6,405.0,7,206,206,2,5.0,63,16,32,1,0,2,13,7,97,1,3086,3007.4809999999998,195.61700000000002,12,186,931
3322,151.0,0.61,164.8,2341,136.1,1837,61,57410.16586,8456000,956,6,405.0,7,206,206,2,5.0,63,16,32,1,0,2,13,7,97,1,3086,3007.4809999999998,195.61700000000002,12,186,931
3324,58.0,0.63,34.0,6739,10.1,1404,192,57410.16586,8456000,956,6,405.0,7,206,206,2,5.0,63,16,32,1,0,2,13,7,97,1,3086,3007.4809999999998,195.61700000000002,12,186,931
3325,225.0,0.79,136.7,1494,229.2,1571,37,57410.16586,8456000,1246,9,695.0,10,230,229,2,5.0,65,9,14,7,0,2,9,5,96,1,4947,1703.649,226.801,15,189,916
3327,40.0,2.56,14.1,158826,0.7,403,7762,45436.68582,8820000,637,1,263.0,7,162,210,4,5.0,77,4,28,0,0,5,25,6,99,8,4353,313.877,39.641,1,115,894
3328,36.0,0.2,46.0,290,100.6,2219,6,57410.16586,8456000,1246,9,695.0,10,230,229,2,5.0,65,9,14,7,0,2,9,5,96,1,4947,1703.649,226.801,15,189,916
3329,40.0,2.84,11.6,155433,0.7,451,7506,45436.68582,8820000,637,1,263.0,7,162,210,4,5.0,77,4,28,0,0,5,25,6,99,8,4353,313.877,39.641,1,115,894
3331,67.0,0.6,59.3,3877,29.1,1112,177,35220.08379,60674000,533,3,551.0,7,154,154,4,8.0,58,24,4,13,0,5,15,5,90,8,3805,1933.2920000000001,134.30100000000002,7,173,905
3333,38.0,3.34,15.0,154425,1.0,450,7403,45436.68582,8820000,637,1,263.0,7,162,210,4,5.0,77,4,28,0,0,5,25,6,99,8,4353,313.877,39.641,1,115,894
3334,92.0,2.74,23.5,1258,162.1,1878,43,35220.08379,60674000,888,7,640.0,11,182,182,2,8.0,52,14,20,13,0,5,7,5,93,8,5153,1964.8229999999999,263.097,17,203,906
3335,91.0,1.01,62.0,3100,64.0,1640,88,57410.16586,8456000,956,6,405.0,7,206,206,2,5.0,63,16,32,1,0,2,13,7,97,1,3086,3007.4809999999998,195.61700000000002,12,186,931
3337,80.0,0.38,83.2,98,1022.5,2262,2,57410.16586,8456000,1246,9,695.0,10,230,229,2,5.0,65,9,14,7,0,2,9,5,96,1,4947,1703.649,226.801,15,189,916
3338,75.0,0.65,50.2,812,127.3,1876,23,35220.08379,60674000,888,7,640.0,11,182,182,2,8.0,52,14,20,13,0,5,7,5,93,8,5153,1964.8229999999999,263.097,17,203,906
3339,57.0,0.4,45.0,142,402.0,2035,7,35220.08379,60674000,533,3,551.0,7,154,154,4,8.0,58,24,4,13,0,5,15,5,90,8,3805,1933.2920000000001,134.30100000000002,7,173,905
3340,60.0,0.35,53.1,354,166.6,2363,7,57410.16586,8456000,869,5,493.0,10,214,214,2,5.0,57,10,18,3,4,5,18,7,91,6,4075,3544.258,182.351,9,173,931
3341,130.0,0.6,105.0,1459,136.9,1407,31,57410.16586,8456000,1246,9,695.0,10,230,229,2,5.0,65,9,14,7,0,2,9,5,96,1,4947,1703.649,226.801,15,189,916
3342,111.0,0.3,96.7,129,712.9,2318,3,57410.16586,8456000,1246,9,695.0,10,230,229,2,5.0,65,9,14,7,0,2,9,5,96,1,4947,1703.649,226.801,15,189,916
3344,46.0,0.36,43.6,585,85.1,2172,12,35220.08379,60674000,1246,9,695.0,10,230,229,2,5.0,65,9,14,7,0,2,9,5,96,1,4947,1703.649,226.801,15,189,916
3345,66.0,0.32,48.8,204,242.5,2583,8,35220.08379,60674000,533,3,551.0,7,154,154,4,8.0,58,24,4,13,0,5,15,5,90,8,3805,1933.2920000000001,134.30100000000002,7,173,905
3346,125.0,0.8,66.5,790,213.5,1299,31,57410.16586,8456000,957,4,416.0,7,222,222,2,5.0,59,11,27,1,2,2,8,7,97,1,3903,3722.4829999999997,222.59799999999998,13,197,939
3347,59.0,0.38,46.3,1851,30.2,1843,36,35220.08379,60674000,1246,9,695.0,10,230,229,2,5.0,65,9,14,7,0,2,9,5,96,1,4947,1703.649,226.801,15,189,916
3349,112.0,0.59,121.4,15805,14.4,690,805,35220.08379,60674000,710,89,254.0,11,134,128,16,8.0,1,65,7,16,0,0,12,5,90,6,640,9.523,106.059,1,188,898
3350,64.0,0.78,57.4,709,200.4,2431,14,35220.08379,60674000,1246,9,695.0,10,230,229,2,5.0,65,9,14,7,0,2,9,5,96,1,4947,1703.649,226.801,15,189,916
3352,39.0,0.19,53.2,556,57.6,2151,11,35220.08379,60674000,1246,9,695.0,10,230,229,2,5.0,65,9,14,7,0,2,9,5,96,1,4947,1703.649,226.801,15,189,916
3354,156.0,0.3,170.0,367,440.7,1724,13,57410.16586,8456000,869,5,493.0,10,214,214,2,5.0,57,10,18,3,4,5,18,7,91,6,4075,3544.258,182.351,9,173,931
3355,153.0,2.69,68.0,24587,23.6,518,1039,35220.08379,60674000,533,3,551.0,7,154,154,4,8.0,58,24,4,13,0,5,15,5,90,8,3805,1933.2920000000001,134.30100000000002,7,173,905
3356,33.0,0.64,25.8,1383,37.8,1860,27,35220.08379,60674000,1246,9,695.0,10,230,229,2,5.0,65,9,14,7,0,2,9,5,96,1,4947,1703.649,226.801,15,189,916
3357,115.0,0.37,191.9,677,332.6,2084,19,57410.16586,8456000,888,7,640.0,11,182,182,2,8.0,52,14,20,13,0,5,7,5,93,8,5153,1964.8229999999999,263.097,17,203,906
3358,52.0,0.31,50.0,1010,48.7,1790,36,35220.08379,60674000,533,3,551.0,7,154,154,4,8.0,58,24,4,13,0,5,15,5,90,8,3805,1933.2920000000001,134.30100000000002,7,173,905
3359,174.0,0.48,144.4,1181,186.1,2078,35,35220.08379,60674000,888,7,640.0,11,182,182,2,8.0,52,14,20,13,0,5,7,5,93,8,5153,1964.8229999999999,263.097,17,203,906
3360,110.0,0.34,94.4,1529,66.6,1472,71,35220.08379,60674000,533,3,551.0,7,154,154,4,8.0,58,24,4,13,0,5,15,5,90,8,3805,1933.2920000000001,134.30100000000002,7,173,905
3362,57.0,0.36,55.8,555,114.8,1578,11,35220.08379,60674000,1246,9,695.0,10,230,229,2,5.0,65,9,14,7,0,2,9,5,96,1,4947,1703.649,226.801,15,189,916
3364,50.0,0.62,41.6,14773,5.5,305,1555,38605.6709,64843000,245,2,41.0,10,84,84,16,5.0,13,46,20,5,0,0,0,7,74,6,625,680.567,50.106,2,138,917
3366,220.0,0.75,140.0,10390,32.0,377,228,57410.16586,8456000,1246,9,695.0,10,230,229,2,5.0,65,9,14,7,0,2,9,5,96,1,4947,1703.649,226.801,15,189,916
3367,91.0,0.62,69.0,2366,57.4,430,107,35220.08379,60674000,710,89,254.0,11,134,128,16,8.0,1,65,7,16,0,0,12,5,90,6,640,9.523,106.059,1,188,898
3368,148.0,0.67,116.4,792,312.3,2205,26,57410.16586,8456000,869,5,493.0,10,214,214,2,5.0,57,10,18,3,4,5,18,7,91,6,4075,3544.258,182.351,9,173,931
3370,138.0,0.54,95.9,811,202.5,1443,28,35220.08379,60674000,888,7,640.0,11,182,182,2,8.0,52,14,20,13,0,5,7,5,93,8,5153,1964.8229999999999,263.097,17,203,906
3371,285.0,2.05,195.1,1301,974.9,2260,46,57410.16586,8456000,869,5,493.0,10,214,214,2,5.0,57,10,18,3,4,5,18,7,91,6,4075,3544.258,182.351,9,173,931
3372,180.0,1.57,144.6,798,902.0,1870,29,57410.16586,8456000,869,5,493.0,10,214,214,2,5.0,57,10,18,3,4,5,18,7,91,6,4075,3544.258,182.351,9,173,931
3373,104.0,3.33,16.8,356583,0.5,365,10878,38605.6709,64843000,869,5,493.0,10,214,214,2,5.0,57,10,18,3,4,5,18,7,91,6,4075,3544.258,182.351,9,173,931
3374,84.0,0.84,72.3,1349,142.7,1737,51,35220.08379,60674000,601,3,354.0,11,115,114,16,8.0,40,38,9,34,0,2,5,5,85,6,3169,1504.862,233.65,15,228,904
3376,120.0,0.84,120.2,1277,250.8,2150,34,57410.16586,8456000,869,5,493.0,10,214,214,2,5.0,57,10,18,3,4,5,18,7,91,6,4075,3544.258,182.351,9,173,931
3378,57.0,0.4,32.3,2675,15.3,1282,102,35220.08379,60674000,601,3,354.0,11,115,114,16,8.0,40,38,9,34,0,2,5,5,85,6,3169,1504.862,233.65,15,228,904
3379,250.0,1.14,185.5,3277,204.7,1898,110,57410.16586,8456000,869,5,493.0,10,214,214,2,5.0,57,10,18,3,4,5,18,7,91,6,4075,3544.258,182.351,9,173,931
3382,49.0,0.29,40.7,102,366.8,2497,3,35220.08379,60674000,735,5,433.0,11,183,183,16,5.0,43,26,6,21,0,2,8,5,89,8,5316,3134.282,180.167,8,193,894
3384,86.0,0.28,71.8,1078,59.1,1759,38,57410.16586,8456000,869,5,493.0,10,214,214,2,5.0,57,10,18,3,4,5,18,7,91,6,4075,3544.258,182.351,9,173,931
3385,155.0,0.7,154.0,2277,150.1,1849,76,35220.08379,60674000,735,5,433.0,11,183,183,16,5.0,43,26,6,21,0,2,8,5,89,8,5316,3134.282,180.167,8,193,894
3386,58.0,0.32,50.3,367,139.1,2139,12,35220.08379,60674000,735,5,433.0,11,183,183,16,5.0,43,26,6,21,0,2,8,5,89,8,5316,3134.282,180.167,8,193,894
3391,157.0,0.14,71.4,207,153.2,794,13,35220.08379,60674000,533,3,551.0,7,154,154,4,8.0,58,24,4,13,0,5,15,5,90,8,3805,1933.2920000000001,134.30100000000002,7,173,905
3394,150.0,1.96,95.4,801,740.3,1508,41,38605.6709,64843000,527,0,568.0,7,207,208,2,8.0,63,6,17,2,2,3,46,7,92,6,6754,1034.079,88.365,4,147,929
3396,132.0,0.54,137.0,2169,108.2,1734,90,35220.08379,60674000,735,5,433.0,11,183,183,16,5.0,43,26,6,21,0,2,8,5,89,8,5316,3134.282,180.167,8,193,894
3397,34.0,1.35,15.2,3205,20.3,671,192,38605.6709,64843000,550,0,101.0,11,95,95,2,5.0,43,13,23,3,0,0,21,5,79,8,517,1107.024,46.721000000000004,1,115,923
3399,80.0,0.23,104.3,423,179.9,1869,16,35220.08379,60674000,735,5,433.0,11,183,183,16,5.0,43,26,6,21,0,2,8,5,89,8,5316,3134.282,180.167,8,193,894
3403,52.0,0.93,36.7,2016,53.6,1567,86,35220.08379,60674000,735,5,433.0,11,183,183,16,5.0,43,26,6,21,0,2,8,5,89,8,5316,3134.282,180.167,8,193,894
3405,90.0,0.84,56.0,62550,2.4,419,2527,38605.6709,64843000,550,0,101.0,11,95,95,2,5.0,43,13,23,3,0,0,21,5,79,8,517,1107.024,46.721000000000004,1,115,923
3407,52.0,1.11,33.2,1309,89.4,766,39,22669.79655,4183000,645,2,107.0,10,136,127,2,5.0,58,14,20,0,0,0,13,7,88,6,1917,602.257,74.51,3,107,828
3409,50.0,1.15,27.2,3162,31.4,495,141,38605.6709,64843000,550,0,101.0,11,95,95,2,5.0,43,13,23,3,0,0,21,5,79,8,517,1107.024,46.721000000000004,1,115,923
3412,160.0,0.98,139.8,666,652.3,1641,43,38605.6709,64843000,527,0,568.0,7,207,208,2,8.0,63,6,17,2,2,3,46,7,92,6,6754,1034.079,88.365,4,147,929
3420,40.0,1.39,24.5,34239,3.1,367,2036,38605.6709,64843000,527,0,568.0,7,207,208,2,8.0,63,6,17,2,2,3,46,7,92,6,6754,1034.079,88.365,4,147,929
3434,75.0,0.72,49.6,2689,42.1,593,120,38605.6709,64843000,413,3,165.0,11,93,149,16,8.0,45,20,21,3,1,2,18,5,86,5,2782,9476.819,123.626,6,161,926
3437,28.0,0.35,17.7,82952,0.2,460,6302,38605.6709,64843000,403,1,301.0,10,140,140,4,8.0,51,13,21,5,0,0,42,5,84,6,4675,597.923,41.963,2,132,921
3438,23.0,1.54,7.1,633,54.6,720,44,38605.6709,64843000,532,1,202.0,11,84,84,16,5.0,50,28,17,2,0,0,76,5,74,8,1880,200.614,38.104,2,114,933
3449,67.0,2.1,38.1,24320,10.4,350,1780,38605.6709,64843000,403,1,301.0,10,140,140,4,8.0,51,13,21,5,0,0,42,5,84,6,4675,597.923,41.963,2,132,921
3455,43.0,3.19,14.1,6172,23.1,663,355,38605.6709,64843000,437,0,122.0,11,85,85,16,8.0,45,36,12,9,0,0,43,5,75,8,2078,210.049,59.94,3,133,939
3458,61.0,1.32,26.3,2048,53.7,679,124,38605.6709,64843000,437,0,122.0,11,85,85,16,8.0,45,36,12,9,0,0,43,5,75,8,2078,210.049,59.94,3,133,939
3463,87.0,0.53,40.9,972,70.8,636,75,35220.08379,60674000,390,26,146.0,11,93,73,16,8.0,0,28,3,0,0,0,33,5,68,6,279,0.61,143.759,0,225,899
3466,52.0,8.03,25.8,81702,8.0,130,5697,35220.08379,60674000,427,4,172.0,11,91,90,16,8.0,48,40,7,6,0,0,10,5,77,6,4633,4444.6720000000005,266.726,11,196,900
3476,25.0,1.21,14.5,356,155.9,2009,29,38605.6709,64843000,253,2,241.0,11,98,98,16,9.0,43,36,15,15,0,0,23,7,68,6,4896,695.471,30.575,1,120,898
3480,74.0,0.86,29.7,2532,31.9,768,129,38605.6709,64843000,460,42,333.0,11,97,67,11,11.0,30,0,33,2,0,0,58,5,62,9,121,3.5469999999999997,18.730999999999998,0,118,886
3481,92.0,11.88,36.9,25641,54.2,514,1837,34272.36038,46647000,253,2,241.0,11,98,98,16,9.0,43,36,15,15,0,0,23,7,68,6,4896,695.471,30.575,1,120,898
3483,108.0,6.28,44.3,12337,71.5,536,746,35220.08379,60674000,427,4,172.0,11,91,90,16,8.0,48,40,7,6,0,0,10,5,77,6,4633,4444.6720000000005,266.726,11,196,900
3484,80.0,4.33,37.6,7565,68.3,538,465,35220.08379,60674000,427,4,172.0,11,91,90,16,8.0,48,40,7,6,0,0,10,5,77,6,4633,4444.6720000000005,266.726,11,196,900
3486,130.0,10.38,38.4,29769,42.5,447,2140,34272.36038,46647000,253,2,241.0,11,98,98,16,9.0,43,36,15,15,0,0,23,7,68,6,4896,695.471,30.575,1,120,898
3491,58.0,2.88,33.3,12717,23.9,250,823,35220.08379,60674000,307,91,233.0,11,80,78,16,8.0,18,23,4,7,0,0,15,5,72,6,493,14.612,2408.494,76,481,874
3509,36.0,0.37,21.6,30167,0.8,22,2364,35220.08379,60674000,245,63,148.0,11,67,32,11,11.0,0,5,7,0,0,0,31,5,32,9,339,7.2620000000000005,66.618,4,221,865
3511,58.0,9.95,25.3,24604,32.5,158,1884,35220.08379,60674000,245,63,148.0,11,67,32,11,11.0,0,5,7,0,0,0,31,5,32,9,339,7.2620000000000005,66.618,4,221,865
3518,88.0,1.71,36.4,2469,80.0,637,238,35220.08379,60674000,245,63,148.0,11,67,32,11,11.0,0,5,7,0,0,0,31,5,32,9,339,7.2620000000000005,66.618,4,221,865
3519,52.0,0.71,23.2,3583,14.6,343,341,35220.08379,60674000,245,63,148.0,11,67,32,11,11.0,0,5,7,0,0,0,31,5,32,9,339,7.2620000000000005,66.618,4,221,865
3522,63.0,2.08,30.3,527,379.1,766,57,35220.08379,60674000,245,63,148.0,11,67,32,11,11.0,0,5,7,0,0,0,31,5,32,9,339,7.2620000000000005,66.618,4,221,865
3531,112.0,0.6,50.7,278,346.8,961,51,35220.08379,60674000,157,90,199.0,12,55,46,16,8.0,0,0,1,0,0,0,0,5,46,6,36,45.809,5945.684,89,397,855
3562,82.0,2.56,78.1,1146,553.4,623,135,13913.83936,41389000,248,92,233.0,11,78,85,2,11.0,95,1,19,3,0,0,0,5,69,3,4567,10.099,261.269,64,275,745
3628,50.0,134.03,14.9,10055,630.7,172,5927,1703.101629,19193000,84,3,23.0,17,43,43,18,9.0,1,13,17,0,0,0,1,10,38,8,5618,290.836,46.075,1,125,404
3638,125.0,271.12,25.8,314668,70.5,335,34798,5338.454127,190872992,332,4,38.0,18,71,67,18,9.0,1,38,26,0,0,0,10,10,51,8,8720,6266.61,177.29,7,145,527
3641,26.0,3.85,8.1,1263,77.8,1220,82,5338.454127,190872992,361,1,74.0,18,66,66,18,9.0,0,50,26,0,0,0,7,10,51,8,19409,653.624,145.725,5,154,527
3647,40.0,274.76,13.1,1692754,6.7,89,1610750,5338.454127,190872992,380,3,44.0,17,65,24,12,1.0,5,14,30,0,0,0,11,10,20,8,1779,53287.734000000004,32.924,1,57,527
3649,15.0,1.24,4.8,746,25.5,438,57,5338.454127,190872992,378,2,47.0,18,75,75,12,9.0,21,37,30,0,0,0,6,10,56,8,8129,2997.722,196.155,8,117,527
3666,30.0,204.93,12.7,336535,24.5,841,20401,3364.9260560000002,24566000,397,1,41.0,18,96,94,9,9.0,70,36,1,0,0,0,14,10,66,8,7297,418.244,13.692,0,46,518
3672,17.0,198.16,10.1,52786,120.1,1153,2209,3364.9260560000002,24566000,846,4,132.0,13,130,130,3,9.0,71,40,1,0,0,0,1,10,76,8,27984,1508.631,173.35,8,95,518
3673,15.0,0.68,8.5,1887121,0.0,36,132086,3364.9260560000002,24566000,886,2,88.0,18,143,103,1,1.0,68,20,1,0,0,0,6,10,70,8,7018,4034.6079999999997,30.405,1,56,518
3674,36.0,13.72,16.0,39018,17.9,523,1153,16562.41336,2065000,1502,95,48.0,18,166,150,1,1.0,46,21,26,0,0,0,0,8,83,8,910,2.653,14.189,16,139,693
3675,38.0,6.09,10.1,81023,2.4,58,8800,5819.494971,29817000,255,1,93.0,18,56,56,1,1.0,84,1,31,1,0,0,0,8,47,8,1739,263.08099999999996,22.975,0,71,533
3677,68.0,1.02,19.6,1682587,0.0,111,117313,5819.494971,29817000,206,0,103.0,13,61,74,12,2.0,92,4,48,0,0,0,8,8,61,8,1476,2412.173,19.961,0,70,533
3695,106.0,92.02,18.2,41809,127.0,463,2005,46949.28309,9905000,643,15,148.0,6,166,165,4,6.0,47,0,0,0,1,18,48,11,93,9,970,20.928,0.898,0,18,907
3703,85.0,15.81,4.3,166118,1.3,216,9720,46949.28309,9905000,643,15,148.0,6,166,165,4,6.0,47,0,0,0,1,18,48,11,93,9,970,20.928,0.898,0,18,907
3713,24.0,13.91,5.8,575720,0.4,9,53524,40585.72103,5511000,395,5,45.0,7,113,120,4,6.0,74,0,0,0,0,5,12,11,89,8,26,117.15700000000001,2.248,0,25,880
3715,46.0,47.15,4.4,109605,6.0,439,3660,46949.28309,9905000,569,10,130.0,6,162,161,4,6.0,75,0,0,0,0,6,25,11,92,8,373,56.667,2.128,0,30,907
3716,32.0,81.61,10.7,138348,20.0,398,4856,46949.28309,9905000,569,10,130.0,6,162,161,4,6.0,75,0,0,0,0,6,25,11,92,8,373,56.667,2.128,0,30,907
3717,35.0,37.94,0.8,96779,1.0,395,6731,46949.28309,9905000,442,15,96.0,6,149,148,4,6.0,71,0,0,0,0,6,7,11,91,7,309,40.148,3.28,0,37,906
3729,14.0,25.18,3.6,227242,1.3,77,20878,40585.72103,5511000,333,26,37.0,7,126,126,4,6.0,77,5,0,0,0,0,3,11,89,8,14,141.32399999999998,5.572,0,45,851
3739,16.0,45.48,10.2,276055,5.3,39,44736,29524.2646,2845000,193,2,22.0,8,88,91,16,4.0,33,35,14,0,0,0,14,7,81,6,225,2112.56,47.357,1,121,825
3741,25.0,8.8,9.2,28032,9.1,74,3923,27216.444880000003,37953000,194,2,22.0,8,83,83,16,5.0,26,45,15,0,0,0,19,7,74,1,313,23561.492000000002,123.35600000000001,5,164,848
3767,19.0,1.67,7.2,73659,0.5,227,5269,27216.444880000003,37953000,248,1,61.0,8,98,99,16,5.0,38,42,15,0,0,0,21,7,82,1,615,7277.687,220.01,13,197,854
3768,37.0,2.47,10.8,14334,5.9,329,1102,27216.444880000003,37953000,248,1,61.0,8,98,99,16,5.0,38,42,15,0,0,0,21,7,82,1,615,7277.687,220.01,13,197,854
3770,49.0,12.72,13.1,68526,7.7,286,4809,27216.444880000003,37953000,248,1,61.0,8,98,99,16,5.0,38,42,15,0,0,0,21,7,82,1,615,7277.687,220.01,13,197,854
